bill_id,short_title,sponsor,co_sponsors,floor_sponsor,last_action,last_action_owner,subjects,num_substitutes,substitute_sponsors,active_version,subjects_changed,committees,money_appropriated,originating_chamber,final_chamber,sponsor_id,session_year,session_id
HB0308,Disease Prevention and Substance Abuse Reduction Amendments,ELIASS,None,SHIOZBE,Governor Signed,Lieutenant Governor's office for filing,Emergency Management; Substance Abuse; Health; Health Care,0,None,HB0308,False,House Health and Human Services Committee; Senate Health and Human Services Committee,None,House,,ELIASS,2016,2016GS
HB0309,Sales and Use Tax Earmark Amendments,MCCAYD,None,,House/ filed,House file for bills not passed,Revenue and Taxation,0,None,HB0309,False,,None,House,,MCCAYD,2016,2016GS
HB0310,Tax Credit Review Amendments,PETERJA,None,BRAMBCS,Bill Failed Review - Returned to House,Clerk of the House,State Tax Commission; Revenue and Taxation,0,None,HB0310S03,False,Senate Revenue and Taxation Committee; House Revenue and Taxation Committee,None,House,,PETERJA,2016,2016GS
HB0311,White Collar Crime Registry Amendments,MCKELMK,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Criminal Code; Code of Criminal Procedure; Law Enforcement and Criminal Justice,0,None,HB0311,False,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee; House Judiciary Committee",None,House,,MCKELMK,2016,2016GS
HB0312,Peer Assistance and Review Program Amendments,BRISCJK,None,WEILET,House/ filed,House file for bills not passed,Education; Public Education; School Personnel; State Board of Education,0,None,HB0312,False,Senate Education Committee; House Education Committee,"This bill appropriates:<hr><ltbullet>to the State Board of Education - State Office of Education - Initiative Programs as an ongoing appropriation:<hr><ltbullet1>from the Education Fund, $500,000.",House,,BRISCJK,2016,2016GS
HB0313,Redistricting Provisions,CHAVER,None,,House/ filed,House file for bills not passed,Legislative Affairs; Government Operations (State Issues); Redistricting,0,None,HB0313,False,House Government Operations Committee,None,House,,CHAVER,2016,2016GS
HB0314,"Bedding, Upholstered Furniture, and Quilted Clothing Inspection Act Amendments",HANDYSG,None,JACKSAB,Governor Signed,Lieutenant Governor's office for filing,Department of Agriculture and Food; Natural Resources,0,None,HB0314,False,"House Natural Resources, Agriculture, and Environment Committee; Senate Transportation and Public Utilities and Technology Committee",None,House,,HANDYSG,2016,2016GS
HB0315,Bee Keeping Amendments,MCIFFKL,None,,House/ filed,House file for bills not passed,Agriculture; Natural Resources,0,None,HB0315,False,"House Natural Resources, Agriculture, and Environment Committee","This bill appropriates for the fiscal year beginning July 1, 2015, and ending June 30, 2016:<hr><ltbullet>to the Department of Agriculture and Food - Plant Industry as a one-time appropriation:<hr><ltbullet1>from the General Fund, $25,000",House,,MCIFFKL,2016,2016GS
HB0316,Building Code Review and Adoption Amendments,WILSOBR,None,ADAMSJS,Governor Signed,Lieutenant Governor's office for filing,Business; Construction and Fire Codes,0,None,HB0316S06,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,WILSOBR,2016,2016GS
HB0317,Offenses Against the Person Amendments,SNOWVL,None,WEILET,House/ filed,House file for bills not passed,Criminal Code; Offenses; Law Enforcement and Criminal Justice,0,None,HB0317S02,False,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee; House Judiciary Committee",None,House,,SNOWVL,2016,2016GS
HB0318,Point of the Mountain Development Commission Act,WILSOBR,None,STEVEJW,Governor Signed,Lieutenant Governor's office for filing,Business; Economic Development,0,None,HB0318S02,False,Senate Government Operations and Political Subdivisions Committee; House Economic Development and Workforce Services Committee,"This bill appropriates, in fiscal year 2016:<hr><ltbullet>to the Legislature - Legislative Services, as a one-time appropriation:<hr><ltbullet1>from the General Fund, $750,000;<hr><ltbullet>to the Legislature - Senate, as a one-time appropriation:<hr><ltbullet1>from the General Fund, $5,000, to pay salaries of senators serving on the commission;<hr><ltbullet>to the Legislature - House of Representatives, as a one-time appropriation:<hr><ltbullet1>from the General Fund, $5,000, to pay salaries of representatives serving on the commission; and<hr><ltbullet>to the Legislature - Office of Legislative Research and General Counsel, as a one-time appropriation:<hr><ltbullet1>from the General Fund, $40,000, to pay for staff services for the commission.",House,,WILSOBR,2016,2016GS
HB0319,Safety Inspection Amendments,THURSNK,None,,House/ filed,House file for bills not passed,"Safety Inspection, Motor Vehicles; Transportation",0,None,HB0319S01,False,House Law Enforcement and Criminal Justice Committee,"This bill appropriates:<hr><ltbullet>to the Highway Patrol - Field Operations, as an ongoing appropriation:<hr><ltbullet1>from the Highway Patrol - Safety Inspections, $951,000.",House,,THURSNK,2016,2016GS
HB0320,Metro Township Revisions,CHRISFL,None,HARPEWA,Governor Signed,Lieutenant Governor's office for filing,Local Governments; Political Subdivisions (Local Issues); Municipal Government,0,None,HB0320,False,Senate Government Operations and Political Subdivisions Committee; House Political Subdivisions Committee,None,House,,CHRISFL,2016,2016GS
HB0321,Real Estate Transaction Amendments,GREENBM,None,FILLML,Governor Signed,Lieutenant Governor's office for filing,Business; Real Estate,0,None,HB0321,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,GREENBM,2016,2016GS
HB0322,State Building Designation,DUCKWS,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Legislative Affairs; Capitol Hill; State Symbols and Designations,0,None,HB0322S01,False,Senate Government Operations and Political Subdivisions Committee; House Transportation Committee,None,House,,DUCKWS,2016,2016GS
HB0323,Continuing Care Retirement Community Amendments,TANNEED,None,HENDEDM,Governor Signed,Lieutenant Governor's office for filing,Health; Health Care Facilities,0,None,HB0323S03,False,House Business and Labor Committee; Senate Economic Development and Workforce Services Committee,None,House,,TANNEED,2016,2016GS
HB0324,Capital Facilities Revisions,EDWARRP,None,STEVEJW,House/ filed,House file for bills not passed,Arts; Economic Development; Heritage,0,None,HB0324,False,Senate Government Operations and Political Subdivisions Committee; House Economic Development and Workforce Services Committee,None,House,,EDWARRP,2016,2016GS
HB0325,Office of Rehabilitation Services Amendments,THURSNK,None,CHRISAM,Governor Signed,Lieutenant Governor's office for filing,Education; Public Education,0,None,HB0325S02,False,House Health and Human Services Committee; Senate Health and Human Services Committee,"This bill appropriates:<hr><ltbullet>To the Department of Workforce Services -- Utah State Office of Rehabilitation, as an ongoing appropriation:<hr><ltbullet1>from General Fund Restricted -- Office of Rehabilitation Transition Restricted Account, $26,385,100;<hr><ltbullet1>from Federal Funds, $62,656,000;<hr><ltbullet1>from Dedicated Credits Revenue, $985,600.<hr><ltbullet>To State Board of Education -- Utah State Office of Rehabilitation, as a one-time appropriation:<hr><ltbullet1>from General Fund Restricted -- Office of Rehabilitation Transition Restricted Account, $26,385,100.<hr><ltbullet>To General Fund Restricted --  Office of Rehabilitation Transition Restricted Account, as a one-time appropriation:<hr><ltbullet1>from General Fund, $21,385,100;<hr><ltbullet1>from Beginning Nonlapsing Appropriation Balances, $5,000,000.",House,,THURSNK,2016,2016GS
HB0326,Special and Local District Transparency Amendments,FAWSOJL,None,,House/ filed,House file for bills not passed,Water and Irrigation; Political Subdivisions (Local Issues); Special Service District,0,None,HB0326,False,House Political Subdivisions Committee,None,House,,FAWSOJL,2016,2016GS
HB0327,Energy Tax Credit Amendments,PETERJA,None,,House/ filed,House file for bills not passed,Income Tax; Revenue and Taxation,0,None,HB0327,False,House Revenue and Taxation Committee,None,House,,PETERJA,2016,2016GS
HB0328,Housing and Homeless Amendments,CHAVER,None,DABAKJ,Governor Signed,Lieutenant Governor's office for filing,Housing and Community Development; Homeless Persons,0,None,HB0328,False,House Economic Development and Workforce Services Committee; Senate Health and Human Services Committee,None,House,,CHAVER,2016,2016GS
HB0329,Federal Funds Procedures Act Amendments,FAWSOJL,None,MILLNA,Governor Signed,Lieutenant Governor's office for filing,Department of Administrative Services; Government Operations (State Issues),0,None,HB0329S01,False,Senate Education Committee; House Education Committee,None,House,,FAWSOJL,2016,2016GS
HB0330,State Fire Code Revisions,SCHULM,None,ADAMSJS,Governor Signed,Lieutenant Governor's office for filing,Business; Construction and Fire Codes,0,None,HB0330,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,SCHULM,2016,2016GS
HB0331,Education Provisions,ELIASS,None,STEPHHA,Governor Signed,Lieutenant Governor's office for filing,Education; Public Education; School Finance,0,None,HB0331S01,False,Senate Education Committee; House Education Committee,None,House,,ELIASS,2016,2016GS
HB0332,Marriage License and Counseling Amendments,REDDEH,None,CHRISAM,House/ filed,House file for bills not passed,Marriage / Divorce; Judiciary,0,None,HB0332S01,False,House Business and Labor Committee; Senate Health and Human Services Committee,None,House,,REDDEH,2016,2016GS
HB0333,"Electronic Cigarette Products, Nicotine Inhalers, and Related Revenue Amendments",RAYP,None,,House/ filed,House file for bills not passed,Revenue and Taxation; Cigarette and Tobacco Taxes,0,None,HB0333,False,House Revenue and Taxation Committee,None,House,,RAYP,2016,2016GS
HB0334,Voting Revisions,DAWBM,None,DAYTOM,House/ filed,House file for bills not passed,Elections; Government Operations (State Issues),0,None,HB0334S01,False,Senate Government Operations and Political Subdivisions Committee; House Government Operations Committee,"This bill appropriates:<hr><ltbullet>to the Governor's Office -- Lieutenant Governor's Office, as a one-time appropriation:<hr><ltbullet1>from the General Fund, $2,500,000 subject to intent language stating that the appropriation is non-lapsing and restricting the use of funds to a specific program.",House,,DAWBM,2016,2016GS
HB0335,Public Education Curriculum Amendments,STRATKJ,None,,House/ filed,House file for bills not passed,Education; Public Education; State Board of Education,0,None,HB0335,False,House Education Committee,None,House,,STRATKJ,2016,2016GS
HB0336,Electricians Licensing Amendments,CHRISFL,None,ADAMSJS,House/ filed,House file for bills not passed,Occupations and Professions; Occupational and Professional Licensing,0,None,HB0336,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,CHRISFL,2016,2016GS
HB0337,Student Right to Active Counsel,COLEMK,None,WEILET,House/ filed,House file for bills not passed,Education; Higher Education,0,None,HB0337S01,False,House Judiciary Committee,None,House,,COLEMK,2016,2016GS
HB0338,Juneteenth Holiday Observance,HOLLIS,None,JACKSAB,Governor Signed,Lieutenant Governor's office for filing,Political Subdivisions (Local Issues); Government Operations (State Issues); State Symbols and Designations,0,None,HB0338,False,Senate Government Operations and Political Subdivisions Committee; House Government Operations Committee,None,House,,HOLLIS,2016,2016GS
HB0339,Child Welfare Services Amendments,CHRISKJ,None,KNUDSPC,Governor Signed,Lieutenant Governor's office for filing,Child Welfare; Human Services,0,None,HB0339S01,False,Senate Economic Development and Workforce Services Committee; House Health and Human Services Committee,None,House,,CHRISKJ,2016,2016GS
HB0340,Telehealth Revisions,IVORYK,None,CHRISAM,House/ filed,House file for bills not passed,Insurance; Health; Health Care,0,None,HB0340S03,False,Senate Health and Human Services Committee; House Public Utilities and Technology Committee,None,House,,IVORYK,2016,2016GS
HB0341,Interlocal Cooperation Act Amendments,NELSOMF,None,OKERLR,Governor Signed,Lieutenant Governor's office for filing,Political Subdivisions (Local Issues); Municipal Government,0,None,HB0341S01,False,"House Public Utilities, Energy, and Technology Committee",None,House,,NELSOMF,2016,2016GS
HB0342,Substance Abuse Programs Amendments,RAYP,None,STEVEJW,Governor Signed,Lieutenant Governor's office for filing,Controlled Substances; Substance Abuse; Law Enforcement and Criminal Justice,0,None,HB0342,False,House Health and Human Services Committee; Senate Health and Human Services Committee,None,House,,RAYP,2016,2016GS
HB0343,School Administration Amendments,STRATKJ,None,WEILET,Governor Signed,Lieutenant Governor's office for filing,Education; Public Education; Community Councils,0,None,HB0343,False,Senate Education Committee; House Education Committee,None,House,,STRATKJ,2016,2016GS
HB0344,Move over Amendments,ELIASS,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Highways; Speed Limits; Transportation,0,None,HB0344S01,False,House Transportation Committee; Senate Transportation and Public Utilities and Technology Committee,None,House,,ELIASS,2016,2016GS
HB0345,Clinic Definition Amendments,BARLOSE,None,VICKEEJ,Governor Signed,Lieutenant Governor's office for filing,Health; Department of Health; Advance Health Care Directive,0,None,HB0345,False,House Health and Human Services Committee; Senate Health and Human Services Committee,None,House,,BARLOSE,2016,2016GS
HB0346,Urban Redevelopment Tax Credit,HANDYSG,None,,House/ filed,House file for bills not passed,Political Subdivisions (Local Issues); Revenue and Taxation,0,None,HB0346S01,False,House Government Operations Committee,None,House,,HANDYSG,2016,2016GS
HB0347,Local and Special Service District Amendments,HANDYSG,None,STEVEJW,Governor Signed,Lieutenant Governor's office for filing,Political Subdivisions (Local Issues); Local Districts,0,None,HB0347S01,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Political Subdivisions Committee",None,House,,HANDYSG,2016,2016GS
HB0348,Mountainous Planning District Amendments,DEEBL,None,WEILET,Governor Signed,Lieutenant Governor's office for filing,Land Use; County Government; Political Subdivisions (Local Issues),0,None,HB0348S02,False,Senate Government Operations and Political Subdivisions Committee; House Political Subdivisions Committee,None,House,,DEEBL,2016,2016GS
HB0349,Attorney General Security Detail Amendments,SCHULM,None,,House/ filed,House file for bills not passed,Government Operations (State Issues); State Officers and Employees; Executive Branch,0,None,HB0349,False,House Law Enforcement and Criminal Justice Committee,None,House,,SCHULM,2016,2016GS
HB0350,Department of Alcoholic Beverage Control -- Operations Amendments,ELIASS,None,BRAMBCS,House/ filed,House file for bills not passed,State Lands; Natural Resources,0,None,HB0350S02,False,House Political Subdivisions Committee; Senate Business and Labor Committee,None,House,,ELIASS,2016,2016GS
HB0351,Attorney General Fiscal Amendments,DICARSM,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Appropriations,0,None,HB0351,False,Senate Government Operations and Political Subdivisions Committee; House Government Operations Committee,None,House,,DICARSM,2016,2016GS
HB0352,Cosmetology Amendments,DUNNIJA,None,HINKIDP,Governor Signed,Lieutenant Governor's office for filing,Workforce Services; Occupations and Professions; Job Training,0,None,HB0352S02,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,DUNNIJA,2016,2016GS
HB0353,Institutions of Higher Education Disclosure Provisions,COLEMK,None,STEPHHA,House/ filed,House file for bills not passed,Education; Higher Education; State Board of Regents,0,None,HB0353,False,,None,House,,COLEMK,2016,2016GS
HB0354,Driver Education Funding Amendments,ELIASS,None,STEPHHA,House/ filed,House file for bills not passed,Education; Appropriations,0,None,HB0354,False,House Education Committee; Senate Transportation and Public Utilities and Technology Committee,None,House,,ELIASS,2016,2016GS
HB0355,Peace Officer Situational Training,GIBSOFD,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Peace Officer; Law Enforcement and Criminal Justice,0,None,HB0355,False,"House Law Enforcement and Criminal Justice Committee; Senate Judiciary, Law Enforcement, and Criminal Justice Committee",None,House,,GIBSOFD,2016,2016GS
HB0356,Taxation of Solar Energy Devices,KNOTWJ,None,,House/ filed,House file for bills not passed,Energy; Sales and Use Tax; Revenue and Taxation,0,None,HB0356,False,House Revenue and Taxation Committee,None,House,,KNOTWJ,2016,2016GS
HB0357,Longitudinal Data Management Act,ANDERJL,None,,House/ filed,House file for bills not passed,Electronic Information; Public Utilities,0,None,HB0357,False,House Education Committee,"This bill appropriates in fiscal year 2017:<hr><ltbullet>to the Utah Education and Telehealth Network - Utah Education and Telehealth Network as an ongoing appropriation:<hr><ltbullet1>from the Education Fund, ($645,000);<hr><ltbullet>to the State Board of Education - State Office of Education as an ongoing appropriation:<hr><ltbullet1>from the Education Fund, ($355,000);<hr><ltbullet>to the Utah College of Applied Technology - Administration as an ongoing appropriation:<hr><ltbullet1>from the Education Fund, ($245,000);<hr><ltbullet>to the State Board of Regents - Administration as an ongoing appropriation:<hr><ltbullet1>from the Education Fund, ($245,000); and<hr><ltbullet>to the University of Utah - Education and General as an ongoing appropriation:<hr><ltbullet1>from the Education Fund, ($310,000).<hr><ltbullet>to the Utah Data Commission - Utah Data Commission, as an ongoing appropriation:<hr><ltbullet1>from the Education Fund, $1,800,000.",House,,ANDERJL,2016,2016GS
HB0358,Student Privacy Amendments,ANDERJL,None,STEPHHA,Governor Signed,Lieutenant Governor's office for filing,Education; Public Education; Local Boards of Education; State Board of Education,0,None,HB0358S03,False,House Education Committee; Senate Revenue and Taxation Committee,"This bill appropriates:<hr><ltbullet>to the State Board of Education -- State Office of Education -- Assessment and Accountability, as a one-time appropriation:<hr><ltbullet1>from the Education Fund, $800,000.",House,,ANDERJL,2016,2016GS
HB0359,Political Subdivision Ethics Commission Amendments,DRAXLJR,None,DAYTOM,Governor Signed,Lieutenant Governor's office for filing,Ethics; Political Subdivisions (Local Issues),0,None,HB0359,False,Senate Government Operations and Political Subdivisions Committee; House Political Subdivisions Committee,None,House,,DRAXLJR,2016,2016GS
HB0360,Land Use Amendments,BROWNMR,None,VANTAKT,House/ filed,House file for bills not passed,State Lands; Natural Resources; Public Lands,0,None,HB0360S02,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Natural Resources, Agriculture, and Environment Committee",None,House,,BROWNMR,2016,2016GS
HB0361,Air Quality Modifications,COXFC,None,,House/ filed,House file for bills not passed,Air; Environmental Quality,0,None,HB0361,False,,None,House,,COXFC,2016,2016GS
HB0362,Traffic Citation Hearing Amendments,WARDR,None,,House/ filed,House file for bills not passed,Courts; Judiciary; Court Procedure,0,None,HB0362,False,,None,House,,WARDR,2016,2016GS
HB0363,Grazing Zone Amendments,NOELME,None,VICKEEJ,Governor Signed,Lieutenant Governor's office for filing,Agriculture; Livestock; Natural Resources,0,None,HB0363,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Natural Resources, Agriculture, and Environment Committee",None,House,,NOELME,2016,2016GS
HB0364,Pharmacy Benefit Manager Amendments,LASTBG,None,VICKEEJ,House/ filed,House file for bills not passed,Insurance; Health; Pharmacies,0,None,HB0364S06,False,House Health and Human Services Committee,None,House,,LASTBG,2016,2016GS
HB0365,Campus Free Expression Act,COLEMK,None,,House/ filed,House file for bills not passed,Education; Higher Education,0,None,HB0365,False,House Judiciary Committee,None,House,,COLEMK,2016,2016GS
HB0366,Attorney General Amendments,HUTCHEK,None,THATCDW,House/ filed,House file for bills not passed,Local Governments; Political Subdivisions (Local Issues),0,None,HB0366,False,Senate Government Operations and Political Subdivisions Committee; House Government Operations Committee,None,House,,HUTCHEK,2016,2016GS
HB0367,National Forest Road Obstructions,NOELME,None,VICKEEJ,House/ filed,House file for bills not passed,Forests; Natural Resources; Highways,0,None,HB0367,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Natural Resources, Agriculture, and Environment Committee",None,House,,NOELME,2016,2016GS
HB0368,Short-term Rental Tax Amendments,PITCHDM,None,,House/ filed,House file for bills not passed,Sales and Use Tax; State Tax Commission; Revenue and Taxation,0,None,HB0368,False,,None,House,,PITCHDM,2016,2016GS
HB0369,Electronic Device Location Data Amendments,KNOTWJ,None,MADSEMB,Governor Signed,Lieutenant Governor's office for filing,Electronic Databases; Criminal Code; Judiciary; Court Procedure,0,None,HB0369S01,False,House Transportation Committee; Senate Transportation and Public Utilities and Technology Committee,None,House,,KNOTWJ,2016,2016GS
HB0370,Adoptive Studies and Evaluations Amendments,REDDEH,None,HARPEWA,House/ filed,House file for bills not passed,Adoption; Children,0,None,HB0370S01,False,House Health and Human Services Committee,None,House,,REDDEH,2016,2016GS
HB0371,Human Services Licensee and Contractor Screening Amendments,SANPED,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,"Human Services; Licensure, Human Services Programs",0,None,HB0371S01,False,House Business and Labor Committee; Senate Health and Human Services Committee,None,House,,SANPED,2016,2016GS
HB0372,Refiner Reporting Provisions,WARDR,None,,House/ filed,House file for bills not passed,Public Utilities; Oil and Gas,0,None,HB0372S01,False,"House Natural Resources, Agriculture, and Environment Committee",None,House,,WARDR,2016,2016GS
HB0373,Missing and Exploited Children's Day,HANDYSG,None,ADAMSJS,House/ filed,House file for bills not passed,Government Operations (State Issues); State Symbols and Designations,0,None,HB0373,False,Senate Government Operations and Political Subdivisions Committee; House Political Subdivisions Committee,None,House,,HANDYSG,2016,2016GS
HB0374,Accessible Parking Amendments,STRATKJ,None,JACKSAB,House/ filed,House file for bills not passed,Motor Vehicles; Transportation,0,None,HB0374S03,False,Senate Government Operations and Political Subdivisions Committee; House Transportation Committee,None,House,,STRATKJ,2016,2016GS
HB0375,Prescription Drug Abuse Amendments,CHRISFL,None,SHIOZBE,Governor Signed,Lieutenant Governor's office for filing,Controlled Substances; Health; Pharmacies,0,None,HB0375S03,False,House Health and Human Services Committee; Senate Health and Human Services Committee,None,House,,CHRISFL,2016,2016GS
HB0376,Property Tax and Fair Market Value,GREENBM,None,,House/ filed,House file for bills not passed,Property Tax; Revenue and Taxation,0,None,HB0376,False,House Revenue and Taxation Committee,None,House,,GREENBM,2016,2016GS
HB0377,Grandparent Rights Amendments,CHRISFL,None,HILLYLW,Governor Vetoed,Lieutenant Governor's office for filing,Adoption; Children; Child Custody \ Parent-Time; Judiciary,0,None,HB0377,False,Senate Revenue and Taxation Committee; House Judiciary Committee,None,House,,CHRISFL,2016,2016GS
HB0378,Labor Compliance Protection Amendments,WHEATMA,None,,House/ filed,House file for bills not passed,Business; Working Conditions,0,None,HB0378,False,,None,House,,WHEATMA,2016,2016GS
HB0379,Interstate Reciprocity Agreement for Postsecondary Distance Education,PETERVL,None,MILLNA,Governor Signed,Lieutenant Governor's office for filing,Education; Higher Education,0,None,HB0379,False,Senate Education Committee; House Education Committee,None,House,,PETERVL,2016,2016GS
HB0380,Utah Communications Authority Amendments,DEEBL,None,VANTAKT,Governor Signed,Lieutenant Governor's office for filing,Technology; Public Utilities,0,None,HB0380S03,False,House Public Utilities and Technology Committee,None,House,,DEEBL,2016,2016GS
HB0381,Standards for Issuance of Summons,CHRISFL,None,MADSEMB,Governor Signed,Lieutenant Governor's office for filing,Courts; Judiciary; Court Procedure,0,None,HB0381S01,False,House Judiciary Committee,None,House,,CHRISFL,2016,2016GS
HB0382,Parentage Amendments,POWELK,None,,House/ filed,House file for bills not passed,Family; Marriage / Divorce; Judiciary,0,None,HB0382,False,,None,House,,POWELK,2016,2016GS
HB0383,Uniform Fiduciary Access to Digital Assets Act,SNOWVL,None,HILLYLW,House/ filed,House file for bills not passed,Judiciary; Wills,0,None,HB0383,False,House Judiciary Committee,None,House,,SNOWVL,2016,2016GS
HB0384,New Auto Dealer Franchise Amendments,COLEMK,None,,House/ filed,House file for bills not passed,Business; Commerce and Trade,0,None,HB0384,False,House Business and Labor Committee,None,House,,COLEMK,2016,2016GS
HB0385,Petroleum Vapor Recovery Amendments,ELIASS,None,BRAMBCS,House/ filed,House file for bills not passed,Environmental Quality,0,None,HB0385,False,House Public Utilities and Technology Committee,None,House,,ELIASS,2016,2016GS
HB0386,Nursing Care Facility Amendments,GIBSOFD,None,VICKEEJ,Governor Signed,Lieutenant Governor's office for filing,Health; Health Care; Health Care Facilities; Health Care Providers,0,None,HB0386,False,House Business and Labor Committee; Senate Health and Human Services Committee,None,House,,GIBSOFD,2016,2016GS
HB0387,Utah Revised Business Corporate Act Amendments,CUNNIR,None,,House/ filed,House file for bills not passed,Business; Corporations,0,None,HB0387,False,House Business and Labor Committee,None,House,,CUNNIR,2016,2016GS
HB0388,State Job Applications Process,HOLLIS,None,,House/ filed,House file for bills not passed,Occupational and Professional Licensing; State Officers and Employees,0,None,HB0388,False,House Business and Labor Committee,None,House,,HOLLIS,2016,2016GS
HB0389,Sanctuary City Liability Amendments,ELIASS,None,,House/ filed,House file for bills not passed,Courts; Judiciary,0,None,HB0389,False,House Transportation Committee,None,House,,ELIASS,2016,2016GS
HB0390,Law Enforcement Tracking Amendments,HUTCHEK,None,HENDEDM,House/ filed,House file for bills not passed,Government Records; Law Enforcement and Criminal Justice; Public Safety,0,None,HB0390,False,"House Law Enforcement and Criminal Justice Committee; Senate Judiciary, Law Enforcement, and Criminal Justice Committee",None,House,,HUTCHEK,2016,2016GS
HB0391,Law Enforcement Revisions,NOELME,None,HINKIDP,Governor Signed,Lieutenant Governor's office for filing,Public Lands; Law Enforcement and Criminal Justice; Federal Government,0,None,HB0391,False,"Senate Government Operations and Political Subdivisions Committee; House Natural Resources, Agriculture, and Environment Committee",None,House,,NOELME,2016,2016GS
HB0392,Executive Appropriations Committee Report Amendments,SANPED,None,HILLYLW,Governor Signed,Lieutenant Governor's office for filing,"Legislative Affairs; Committees, Legislative; Executive Branch",0,None,HB0392,False,Senate Government Operations and Political Subdivisions Committee; House Government Operations Committee,None,House,,SANPED,2016,2016GS
HB0393,Sovereign Marriage Authority,CHRISFL,None,,House/ filed,House file for bills not passed,Children; Child Welfare; Human Services,0,None,HB0393,False,House Judiciary Committee,None,House,,CHRISFL,2016,2016GS
HB0394,Disposition of Ballots,ELIASS,None,,House/ filed,House file for bills not passed,Elections; Government Operations (State Issues),0,None,HB0394,False,House Government Operations Committee,None,House,,ELIASS,2016,2016GS
HB0395,Legislative Reports Amendments,ELIASS,None,BRAMBCS,House/ filed,House file for bills not passed,Legislature; Legislative Affairs,0,None,HB0395,False,House Government Operations Committee; Senate Revenue and Taxation Committee,None,House,,ELIASS,2016,2016GS
HB0396,Money Management Act Amendments,HUTCHEK,None,HARPEWA,House/ filed,House file for bills not passed,Budgeting; Government Operations (State Issues),0,None,HB0396,False,House Revenue and Taxation Committee,None,House,,HUTCHEK,2016,2016GS
HB0397,Department of Administrative Services Revisions,DICARSM,None,HENDEDM,House/ filed,House file for bills not passed,Department of Administrative Services; Government Operations (State Issues); Appropriations; Executive Branch,0,None,HB0397,False,House Government Operations Committee; Senate Revenue and Taxation Committee,None,House,,DICARSM,2016,2016GS
HB0398,Pharmacy Service for Discharged Hospital Patients,REDDEH,None,SHIOZBE,House/ filed,House file for bills not passed,Health; Health Care; Pharmacies,0,None,HB0398,False,House Health and Human Services Committee; Senate Health and Human Services Committee,None,House,,REDDEH,2016,2016GS
HB0399,Victims Rights Amendments,CHRISFL,None,,House/ filed,House file for bills not passed,Domestic Violence; Code of Criminal Procedure,0,None,HB0399,False,House Judiciary Committee,None,House,,CHRISFL,2016,2016GS
HB0400,Methadone Treatment Amendments,REDDEH,None,SHIOZBE,House/ filed,House file for bills not passed,Controlled Substances; Substance Abuse; Health,0,None,HB0400S01,False,House Health and Human Services Committee,None,House,,REDDEH,2016,2016GS
HB0401,Public Safety Amendments,DEEBL,None,ADAMSJS,House/ filed,House file for bills not passed,Offenses; Law Enforcement and Criminal Justice; Public Safety,0,None,HB0401,False,"House Law Enforcement and Criminal Justice Committee; Senate Judiciary, Law Enforcement, and Criminal Justice Committee",None,House,,DEEBL,2016,2016GS
HB0402,Real Estate Amendments,FROERG,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Business; Real Estate,0,None,HB0402,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,FROERG,2016,2016GS
HB0403,Asbestos Litigation Transparency Act,WILSOBR,None,ADAMSJS,Governor Signed,Lieutenant Governor's office for filing,Asbestos; Judiciary,0,None,HB0403S02,False,House Business and Labor Committee,None,House,,WILSOBR,2016,2016GS
HB0404,Crime Victim Restitution Amendments,WILSOBR,None,HILLYLW,Governor Signed,Lieutenant Governor's office for filing,Judiciary; Restitution,0,None,HB0404S01,False,House Law Enforcement and Criminal Justice Committee,None,House,,WILSOBR,2016,2016GS
HB0405,Juvenile Sentencing Amendments,SNOWVL,None,THATCDW,Governor Signed,Lieutenant Governor's office for filing,Juveniles; Judiciary,0,None,HB0405S02,False,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee; House Judiciary Committee",None,House,,SNOWVL,2016,2016GS
HB0406,Motion Picture Incentive Amendments,WILSOBR,None,,House/ filed,House file for bills not passed,Commerce and Trade; Economic Development; Business Development,0,None,HB0406,False,,None,House,,WILSOBR,2016,2016GS
HB0407,Sexual Conduct with a Minor Amendments,ANDERJ,None,,House/ filed,House file for bills not passed,Sexual Harassment; Criminal Code; Offenses; Law Enforcement and Criminal Justice,0,None,HB0407,False,House Judiciary Committee,None,House,,ANDERJ,2016,2016GS
