bill_id,short_title,sponsor,co_sponsors,floor_sponsor,last_action,last_action_owner,subjects,num_substitutes,substitute_sponsors,active_version,subjects_changed,committees,money_appropriated,originating_chamber,final_chamber,sponsor_id,session_year,session_id
SB0071,Financial Education and Savings Plan to Benefit At-risk Children,FILLML,None,,Senate/ filed,Senate file for bills not passed,Department of Workforce Services; Workforce Services; Administrative Rulemaking and Procedures; Income Tax; Revenue and Taxation; Intergenerational Poverty; Tax Credits; New Rulemaking Authority,0,None,SB0071S01,False,,None,Senate,,FILLML,2022,2022GS
SB0072,Atv Weight Limit Amendments,HINKIDP,None,SNIDEC,Governor Signed,Lieutenant Governor's office for filing,Natural Resources; Department of Natural Resources; Motor Vehicles; Transportation; Off-highway Vehicles; Motor Vehicle Size Limits; Division of Recreation,0,None,SB0072,False,,None,Senate,,HINKIDP,2022,2022GS
SB0073,Flow Rates or Quantity for Plumbing Fixtures,IWAMOJ,None,FERRYJ,Senate/ filed,Senate file for bills not passed,Business; Natural Resources; Construction and Fire Codes; Real Property; Water,0,None,SB0073,False,,None,Senate,,IWAMOJ,2022,2022GS
SB0074,Alimony Modifications,WEILET,None,SNOWVL,Governor Signed,Lieutenant Governor's office for filing,Family; Marriage/Divorce; Judicial Operations,0,None,SB0074S03,False,,None,Senate,,WEILET,2022,2022GS
SB0075,Fine Amendments,FILLML,None,SNIDEC,Governor Signed,Lieutenant Governor's office for filing,Judicial Administration; Judicial Operations; Law Enforcement and Criminal Justice; Government Operations (State Issues); Transportation; Department of Transportation; Punishment; Constitutional Officers; Fines; State Auditor,0,None,SB0075,False,,None,Senate,,FILLML,2022,2022GS
SB0076,Targeted Business Income Tax Credit Amendments,MCCAYD,None,SPENDRM,Governor Signed,Lieutenant Governor's office for filing,Sunsets and Repealers; Income Tax; Revenue and Taxation; Tax Credits,0,None,SB0076,False,,None,Senate,,MCCAYD,2022,2022GS
SB0077,Military Vehicle License Plate Amendments,HARPEWA,None,IVORYK,Governor Signed,Lieutenant Governor's office for filing,License Plates; Motor Vehicles; Transportation,0,None,SB0077,False,,None,Senate,,HARPEWA,2022,2022GS
SB0078,School Board Expansion Requirements,ANDERJL,None,MALOYC,Governor Signed,Lieutenant Governor's office for filing,Election Law; Education; K-12 Education; Legislative Operations; Government Operations (State Issues); Redistricting; School Districts,0,None,SB0078,False,,None,Senate,,ANDERJL,2022,2022GS
SB0079,School Information Management System Amendments,ANDERJL,None,LISONK,Governor Signed,Lieutenant Governor's office for filing,Charter Schools; Education; K-12 Education; School Finance; State Board of Education; Public Education Data and Reporting; School Districts; School Facilities,0,None,SB0079,False,,None,Senate,,ANDERJL,2022,2022GS
SB0080,Real Property Recording Amendments,WINTER,None,LUNDSJ,Governor Signed,Lieutenant Governor's office for filing,Counties; Business; Political Subdivisions (Local Issues); Real Property,0,None,SB0080S02,False,,None,Senate,,WINTER,2022,2022GS
SB0081,Affordable Housing Tax Amendments,IWAMOJ,None,WALDRS,Governor Signed,Lieutenant Governor's office for filing,Property Tax; Revenue and Taxation; Assessment and Equalization,0,None,SB0081S03,False,,None,Senate,,IWAMOJ,2022,2022GS
SB0082,State Facilities Management Amendments,BUXTODG,None,BRAMMB,Governor Signed,Lieutenant Governor's office for filing,"State Facilities; Department of Government Operations; Boards and Committees; Government Operations (State Issues); Facilities, Construction, and Management",0,None,SB0082S03,False,,None,Senate,,BUXTODG,2022,2022GS
SB0083,Cosmetic Manufacturing Certificate Program,BRAMBCS,None,ELIASS,Governor Signed,Lieutenant Governor's office for filing,Department of Agriculture and Food; Business; Health; Department of Health; Administrative Rulemaking and Procedures; Agriculture & Food; Manufacturing; New Rulemaking Authority,0,None,SB0083S01,False,,None,Senate,,BRAMBCS,2022,2022GS
SB0084,Chiropractic Practice Amendments,MCKELMK,None,PETERK,Governor Signed,Lieutenant Governor's office for filing,Health; Health Care Professionals; Occupational and Professional Licensing; Chiropractic Physicians,0,None,SB0084,False,,None,Senate,,MCKELMK,2022,2022GS
SB0085,Protective Order and Stalking Injunction Expungement,WEILET,None,PITCHS,Governor Signed,Lieutenant Governor's office for filing,Court Rules; Electronic Databases; Government Records; Judicial Administration; Courts; Judicial Operations; Government Operations (State Issues); Protective Orders,0,None,SB0085S05,False,,None,Senate,,WEILET,2022,2022GS
SB0086,District and Juvenile Court Judge Amendments,WEILET,None,SNOWVL,Governor Signed,Lieutenant Governor's office for filing,Judicial Administration; Courts; Judicial Operations; Judges,0,None,SB0086,False,,None,Senate,,WEILET,2022,2022GS
SB0087,Court Fee Waiver Amendments,IWAMOJ,None,SNOWVL,Governor Signed,Lieutenant Governor's office for filing,Court Rules; Judicial Administration; Courts; Judicial Operations; Indigent Counsel,0,None,SB0087,False,,None,Senate,,IWAMOJ,2022,2022GS
SB0088,Digital Driver License Amendments,FILLML,None,WINDEM,Senate/ filed,Senate file for bills not passed,Electronic Databases; Electronic Privacy; Government Records; Government Operations (State Issues); Driver License; Motor Vehicles; Transportation,0,None,SB0088,False,,None,Senate,,FILLML,2022,2022GS
SB0089,Water Amendments,IWAMOJ,None,HAWKETD,Governor Signed,Lieutenant Governor's office for filing,Natural Resources; Conservation Districts; Water; Water Company,0,None,SB0089,False,,None,Senate,,IWAMOJ,2022,2022GS
SB0090,Tax Administration Amendments,HARPEWA,None,SPENDRM,Governor Signed,Lieutenant Governor's office for filing,Judicial Administration; Courts; Judicial Operations; Sales and Use Tax; State Tax Commission; Revenue and Taxation,0,None,SB0090,False,,None,Senate,,HARPEWA,2022,2022GS
SB0091,Revisor's Technical Corrections to Utah Code,VICKEEJ,None,SCHULM,Governor Signed,Lieutenant Governor's office for filing,Revisor Legislation; Legislative Operations; Government Operations (State Issues),0,None,SB0091,False,,None,Senate,,VICKEEJ,2022,2022GS
SB0092,Project Entity Oversight Modifications,OWENSD,None,PETERVL,Governor Signed,Lieutenant Governor's office for filing,Electricity; Public Utilities; Public Utilities & Technology,0,None,SB0092S04,False,,None,Senate,,OWENSD,2022,2022GS
SB0093,Business Tax Amendments,FILLML,None,SNIDEC,Governor Signed,Lieutenant Governor's office for filing,Business Entities; Property Tax; Sales and Use Tax; Revenue and Taxation; Sales Tax Exemptions,0,None,SB0093S01,False,,None,Senate,,FILLML,2022,2022GS
SB0094,Taxpayer Tax Credit Modifications,MAYNEK,None,,Senate/ filed,Senate file for bills not passed,Income Tax; Revenue and Taxation; Individual Income Tax; Tax Credits,0,None,SB0094,False,,None,Senate,,MAYNEK,2022,2022GS
SB0095,Limitations on Employer Liability,OWENSD,None,CHRISKJ,Governor Signed,Lieutenant Governor's office for filing,Business; Labor & Employment; Judicial Operations; Liability,0,None,SB0095S03,False,,None,Senate,,OWENSD,2022,2022GS
SB0096,Correctional Officer Eligibility Amendments,IWAMOJ,None,DUNNIJA,Governor Signed,Lieutenant Governor's office for filing,Department of Corrections; Law Enforcement and Criminal Justice,0,None,SB0096S03,False,,None,Senate,,IWAMOJ,2022,2022GS
SB0097,Solid and Hazardous Waste Amendments,WINTER,None,LUNDSJ,Governor Signed,Lieutenant Governor's office for filing,Energy; Environment; Natural Resources; Waste; Oil and Gas; Fossil Fuels,0,None,SB0097,False,,None,Senate,,WINTER,2022,2022GS
SB0098,Judiciary Amendments,WEILET,None,ABBOTN,Governor Signed,Lieutenant Governor's office for filing,Court Rules; Judicial Administration; Dispute Resolution; Courts; Judicial Operations; Judges,0,None,SB0098S02,False,,None,Senate,,WEILET,2022,2022GS
SB0099,Electronic Vehicle Registration Amendments,WEILET,None,BALLAMG,Governor Signed,Lieutenant Governor's office for filing,Transportation; Vehicle Registration; Commercial Motor Vehicle Regulation; Division of Motor Vehicles,0,None,SB0099,False,,None,Senate,,WEILET,2022,2022GS
SB0100,Paid Leave Modifications,WEILET,None,PETERVL,Governor Signed,Lieutenant Governor's office for filing,Division of Human Resource Management; Government Operations (State Issues); State Officers and Employees,0,None,SB0100S01,False,,"This bill appropriates in fiscal year 2023:<hr><ltbullet>to the Department of Government Operations -- Finance Mandated Paid Parental Leave -- Paid Parental Leave, as ongoing appropriation:<hr><ltbullet1>from the General Fund, $1,752,200.",Senate,,WEILET,2022,2022GS
SB0101,Nurse Apprentice Licensing Act,VICKEEJ,None,ELIASS,Governor Signed,Lieutenant Governor's office for filing,Business; Department of Commerce; Health; Health Care Professionals; Occupational and Professional Licensing; Nurses,0,None,SB0101,False,,None,Senate,,VICKEEJ,2022,2022GS
SB0102,Wireless Communication Device Use in a Motor Vehicle,WILSOCH,None,SCHULM,Governor Signed,Lieutenant Governor's office for filing,Driver License; Motor Vehicles; Transportation,0,None,SB0102S03,False,,None,Senate,,WILSOCH,2022,2022GS
SB0103,Special Education Licensing Amendments,OWENSD,None,CHEWSH,Governor Signed,Lieutenant Governor's office for filing,Charter Schools; Education; K-12 Education; School Personnel; Special Education,0,None,SB0103,False,,None,Senate,,OWENSD,2022,2022GS
SB0104,Community Health Worker Certification Process,ESCAML,None,BARLOSE,Governor Signed,Lieutenant Governor's office for filing,Health; Department of Health; Health Care Professionals; Occupational and Professional Licensing; Community Health Clinics; Public Health,0,None,SB0104,False,,None,Senate,,ESCAML,2022,2022GS
SB0105,Family Planning Services Amendments,KITCHDL,None,,Senate/ filed,Senate file for bills not passed,Health; Department of Health; Medicaid,0,None,SB0105,False,,None,Senate,,KITCHDL,2022,2022GS
SB0106,Electrical Facility Sales Tax Exemption,IPSONDL,None,ALBRECR,Governor Signed,Lieutenant Governor's office for filing,Public Utilities & Technology; Sales and Use Tax; Revenue and Taxation; Electric Cooperatives; Sales Tax Exemptions,0,None,SB0106,False,,None,Senate,,IPSONDL,2022,2022GS
SB0107,Horse Racing Amendments,HINKIDP,None,,Senate/ filed,Senate file for bills not passed,Animals; Agriculture & Food,0,None,SB0107,False,,"This bill appropriates in fiscal year 2023:<hr><ltbullet>to General Fund Restricted -- Horse Racing Account, as an ongoing appropriation:<hr><ltbullet1>from the General Fund, $2,000,000.",Senate,,HINKIDP,2022,2022GS
SB0108,Indigent Defense Amendments,WEILET,None,FERRYJ,Governor Signed,Lieutenant Governor's office for filing,Attorneys; Judicial Administration; Courts; Judicial Operations; Indigent Counsel,0,None,SB0108,False,,None,Senate,,WEILET,2022,2022GS
SB0109,Towing Amendments,MCKELMK,None,FERRYJ,Governor Signed,Executive Branch - Governor,Motor Vehicles; Transportation; Towing; Commercial Motor Vehicle Regulation; Division of Motor Vehicles,0,None,SB0109S04,False,,None,Senate,,MCKELMK,2022,2022GS
SB0110,Water as Part of General Plan,MCKELMK,None,WILCORD,Governor Signed,Lieutenant Governor's office for filing,Counties; Natural Resources; Municipalities; Political Subdivisions (Local Issues); Local Government Infrastructure and Utilities; Water,0,None,SB0110S01,False,,"This bill appropriates in fiscal year 2023:<hr><ltbullet>to the Department of Natural Resources - Division of Water Resources as a one-time appropriation:<hr><ltbullet1>from the General Fund, One-time, $300,000.",Senate,,MCKELMK,2022,2022GS
SB0111,Permanent Community Impact Fund Board Amendments,WINTER,None,CHEWSH,Governor Signed,Lieutenant Governor's office for filing,Permanent Community Impact Fund; Department of Workforce Services; Workforce Services,0,None,SB0111S05,False,,None,Senate,,WINTER,2022,2022GS
SB0112,Pretrial Restorative Justice Amendments,KITCHDL,None,,Senate/ filed,Senate file for bills not passed,Counties; Juveniles; Judicial Operations; Juvenile Justice; Law Enforcement and Criminal Justice; Political Subdivisions (Local Issues); Human Services; Department of Human Services; Juvenile Justice Services,0,None,SB0112,False,,None,Senate,,KITCHDL,2022,2022GS
SB0113,In-person Learning Modifications,WEILET,None,,Senate/ filed,Senate file for bills not passed,Charter Schools; Education; Student health and safety; K-12 Education; Emergency Management; Health; Department of Health; School Districts; Online Learning and/or Technology,0,None,SB0113,False,,None,Senate,,WEILET,2022,2022GS
SB0114,Public School Curriculum Requirements,FILLML,None,,Senate/ filed,Senate file for bills not passed,Charter Schools; Education; K-12 Education; School Districts; Standards and Curriculum,0,None,SB0114S02,False,,None,Senate,,FILLML,2022,2022GS
SB0115,Firearm Preemption Amendments,WILSOCH,None,MALOYC,Governor Signed,Lieutenant Governor's office for filing,Counties; Law Enforcement and Criminal Justice; Municipalities; Political Subdivisions (Local Issues); Public Safety; Weapons,0,None,SB0115S02,False,,None,Senate,,WILSOCH,2022,2022GS
SB0116,State Bird of Prey Designation,MCKELMK,None,JUDKIM,Governor Signed,Lieutenant Governor's office for filing,Government Operations (State Issues); State Symbols and Designations,0,None,SB0116,False,,None,Senate,,MCKELMK,2022,2022GS
SB0117,Utah Antidiscrimination Act Amendments,KITCHDL,None,,Senate/ filed,Senate file for bills not passed,Business; Antidiscrimination; Labor & Employment,0,None,SB0117,False,,None,Senate,,KITCHDL,2022,2022GS
SB0118,Students with Disabilities Funding Amendments,FILLML,None,JUDKIM,Senate/ filed,Senate file for bills not passed,Education; K-12 Education; School Finance; Administrative Rulemaking and Procedures; State Board of Education; Special Education; New Rulemaking Authority,0,None,SB0118S02,False,,None,Senate,,FILLML,2022,2022GS
